,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020
771,167,21,Mercer,Kentucky,4
772,171,21,Monroe,Kentucky,9
773,173,21,Montgomery,Kentucky,4
774,175,21,Morgan,Kentucky,4
775,177,21,Muhlenberg,Kentucky,6
776,179,21,Nelson,Kentucky,4
777,183,21,Ohio,Kentucky,4
778,185,21,Oldham,Kentucky,8
779,193,21,Perry,Kentucky,32
780,195,21,Pike,Kentucky,85
781,199,21,Pulaski,Kentucky,38
782,203,21,Rockcastle,Kentucky,4
783,205,21,Rowan,Kentucky,14
784,207,21,Russell,Kentucky,2
785,209,21,Scott,Kentucky,6
786,211,21,Shelby,Kentucky,4
787,213,21,Simpson,Kentucky,4
788,217,21,Taylor,Kentucky,8
789,221,21,Trigg,Kentucky,4
790,225,21,Union,Kentucky,4
791,227,21,Warren,Kentucky,32
792,231,21,Wayne,Kentucky,4
793,239,21,Woodford,Kentucky,4
794,1,22,Acadia,Louisiana,4
795,3,22,Allen,Louisiana,7
796,5,22,Ascension,Louisiana,7
797,7,22,Assumption,Louisiana,3
798,9,22,Avoyelles,Louisiana,6
799,11,22,Beauregard,Louisiana,6
800,13,22,Bienville,Louisiana,4
801,15,22,Bossier,Louisiana,10
802,19,22,Calcasieu,Louisiana,75
803,21,22,Caldwell,Louisiana,13
804,23,22,Cameron,Louisiana,9
805,27,22,Claiborne,Louisiana,4
806,31,22,De Soto,Louisiana,6
807,33,22,East Baton Rouge,Louisiana,138
808,35,22,East Carroll,Louisiana,4
809,37,22,East Feliciana,Louisiana,52
810,39,22,Evangeline,Louisiana,24
811,41,22,Franklin,Louisiana,6
812,45,22,Iberia,Louisiana,11
813,49,22,Jackson,Louisiana,4
814,51,22,Jefferson,Louisiana,157
815,53,22,Jefferson Davis,Louisiana,5
816,55,22,Lafayette,Louisiana,94
817,57,22,Lafourche,Louisiana,21
818,59,22,La Salle,Louisiana,9
819,61,22,Lincoln,Louisiana,17
820,67,22,Morehouse,Louisiana,6
821,69,22,Natchitoches,Louisiana,8
822,71,22,Orleans,Louisiana,103
823,73,22,Ouachita,Louisiana,94
824,77,22,Pointe Coupee,Louisiana,4
825,79,22,Rapides,Louisiana,61
826,83,22,Richland,Louisiana,6
827,85,22,Sabine,Louisiana,8
828,89,22,St. Charles,Louisiana,8
829,93,22,St. James,Louisiana,4
830,97,22,St. Landry,Louisiana,22
831,101,22,St. Mary,Louisiana,10
832,103,22,St. Tammany,Louisiana,213
833,105,22,Tangipahoa,Louisiana,64
834,109,22,Terrebonne,Louisiana,31
835,111,22,Union,Louisiana,3
836,113,22,Vermilion,Louisiana,10
837,115,22,Vernon,Louisiana,7
838,117,22,Washington,Louisiana,8
839,119,22,Webster,Louisiana,16
840,123,22,West Carroll,Louisiana,5
841,125,22,West Feliciana,Louisiana,4
842,127,22,Winn,Louisiana,5
843,1,23,Androscoggin,Maine,34
844,3,23,Aroostook,Maine,24
845,5,23,Cumberland,Maine,54
846,7,23,Franklin,Maine,5
847,9,23,Hancock,Maine,14
848,13,23,Knox,Maine,8
849,15,23,Lincoln,Maine,4
850,17,23,Oxford,Maine,8
851,19,23,Penobscot,Maine,59
852,21,23,Piscataquis,Maine,8
853,25,23,Somerset,Maine,8
854,27,23,Waldo,Maine,4
855,29,23,Washington,Maine,8
856,31,23,York,Maine,14
857,1,24,Allegany,Maryland,14
858,3,24,Anne Arundel,Maryland,50
859,5,24,Baltimore County,Maryland,94
860,9,24,Calvert,Maryland,4
861,13,24,Carroll,Maryland,12
862,15,24,Cecil,Maryland,5
863,17,24,Charles,Maryland,10
864,21,24,Frederick,Maryland,18
865,23,24,Garrett,Maryland,2
866,25,24,Harford,Maryland,19
867,27,24,Howard,Maryland,16
868,29,24,Kent,Maryland,6
869,31,24,Montgomery,Maryland,103
870,33,24,Prince George's,Maryland,78
871,37,24,St. Mary's,Maryland,12
872,41,24,Talbot,Maryland,16
873,43,24,Washington,Maryland,17
874,45,24,Wicomico,Maryland,24
875,47,24,Worcester,Maryland,6
876,1,25,Barnstable,Massachusetts,21
877,3,25,Berkshire,Massachusetts,24
878,5,25,Bristol,Massachusetts,96
879,7,25,Dukes,Massachusetts,4
880,9,25,Essex,Massachusetts,98
881,11,25,Franklin,Massachusetts,6
882,13,25,Hampden,Massachusetts,83
883,19,25,Nantucket,Massachusetts,3
884,21,25,Norfolk,Massachusetts,59
885,23,25,Plymouth,Massachusetts,47
886,25,25,Suffolk,Massachusetts,624
887,27,25,Worcester,Massachusetts,167
888,5,26,Allegan,Michigan,4
889,7,26,Alpena,Michigan,9
890,11,26,Arenac,Michigan,5
891,15,26,Barry,Michigan,6
892,17,26,Bay,Michigan,32
893,19,26,Benzie,Michigan,1
894,21,26,Berrien,Michigan,25
895,23,26,Branch,Michigan,10
896,25,26,Calhoun,Michigan,32
897,27,26,Cass,Michigan,4
898,33,26,Chippewa,Michigan,6
899,35,26,Clare,Michigan,9
900,37,26,Clinton,Michigan,2
901,39,26,Crawford,Michigan,6
902,41,26,Delta,Michigan,9
903,43,26,Dickinson,Michigan,6
904,45,26,Eaton,Michigan,7
905,47,26,Emmet,Michigan,18
906,49,26,Genesee,Michigan,120
907,51,26,Gladwin,Michigan,4
908,53,26,Gogebic,Michigan,5
909,55,26,Grand Traverse,Michigan,20
910,57,26,Gratiot,Michigan,9
911,59,26,Hillsdale,Michigan,4
912,61,26,Houghton,Michigan,6
913,63,26,Huron,Michigan,7
914,65,26,Ingham,Michigan,115
915,67,26,Ionia,Michigan,2
916,69,26,Iosco,Michigan,4
917,71,26,Iron,Michigan,3
918,73,26,Isabella,Michigan,8
919,75,26,Jackson,Michigan,34
920,77,26,Kalamazoo,Michigan,70
921,81,26,Kent,Michigan,150
922,117,26,Montcalm,Michigan,14
923,87,26,Lapeer,Michigan,10
924,91,26,Lenawee,Michigan,13
925,93,26,Livingston,Michigan,25
926,99,26,Macomb,Michigan,124
927,101,26,Manistee,Michigan,8
928,103,26,Marquette,Michigan,26
929,105,26,Mason,Michigan,6
930,107,26,Mecosta,Michigan,4
931,111,26,Midland,Michigan,26
932,115,26,Monroe,Michigan,14
933,121,26,Muskegon,Michigan,44
934,123,26,Newaygo,Michigan,9
935,125,26,Oakland,Michigan,383
936,129,26,Ogemaw,Michigan,15
937,133,26,Osceola,Michigan,4
938,137,26,Otsego,Michigan,4
939,139,26,Ottawa,Michigan,22
940,145,26,Saginaw,Michigan,99
941,147,26,St. Clair,Michigan,23
942,149,26,St. Joseph,Michigan,13
943,151,26,Sanilac,Michigan,11
944,153,26,Schoolcraft,Michigan,2
945,155,26,Shiawassee,Michigan,7
946,157,26,Tuscola,Michigan,8
947,159,26,Van Buren,Michigan,14
948,161,26,Washtenaw,Michigan,77
949,163,26,Wayne,Michigan,617
950,165,26,Wexford,Michigan,20
951,1,27,Aitkin,Minnesota,4
952,3,27,Anoka,Minnesota,35
953,5,27,Becker,Minnesota,8
954,7,27,Beltrami,Minnesota,10
955,29,27,Clearwater,Minnesota,4
956,11,27,Big Stone,Minnesota,7
957,13,27,Blue Earth,Minnesota,29
958,15,27,Brown,Minnesota,7
959,17,27,Carlton,Minnesota,6
960,19,27,Carver,Minnesota,18
961,21,27,Cass,Minnesota,1
962,23,27,Chippewa,Minnesota,4
963,25,27,Chisago,Minnesota,10
964,33,27,Cottonwood,Minnesota,4
965,35,27,Crow Wing,Minnesota,16
966,37,27,Dakota,Minnesota,17
967,41,27,Douglas,Minnesota,8
968,43,27,Faribault,Minnesota,4
969,47,27,Freeborn,Minnesota,18
970,49,27,Goodhue,Minnesota,9
971,51,27,Grant,Minnesota,2
