,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020
449,101,17,Lawrence,Illinois,4
450,103,17,Lee,Illinois,6
451,105,17,Livingston,Illinois,5
452,107,17,Logan,Illinois,4
453,109,17,McDonough,Illinois,7
454,111,17,McHenry,Illinois,33
455,113,17,McLean,Illinois,54
456,115,17,Macon,Illinois,35
457,117,17,Macoupin,Illinois,8
458,119,17,Madison,Illinois,62
459,121,17,Marion,Illinois,13
460,125,17,Mason,Illinois,4
461,135,17,Montgomery,Illinois,9
462,137,17,Morgan,Illinois,9
463,141,17,Ogle,Illinois,4
464,143,17,Peoria,Illinois,107
465,145,17,Perry,Illinois,7
466,147,17,Piatt,Illinois,3
467,149,17,Pike,Illinois,4
468,157,17,Randolph,Illinois,12
469,159,17,Richland,Illinois,8
470,161,17,Rock Island,Illinois,27
471,163,17,St. Clair,Illinois,57
472,165,17,Saline,Illinois,11
473,167,17,Sangamon,Illinois,93
474,169,17,Schuyler,Illinois,4
475,173,17,Shelby,Illinois,5
476,177,17,Stephenson,Illinois,8
477,179,17,Tazewell,Illinois,12
478,181,17,Union,Illinois,4
479,183,17,Vermilion,Illinois,16
480,45,17,Edgar,Illinois,4
481,185,17,Wabash,Illinois,4
482,187,17,Warren,Illinois,4
483,191,17,Wayne,Illinois,4
484,195,17,Whiteside,Illinois,9
485,197,17,Will,Illinois,97
486,199,17,Williamson,Illinois,28
487,201,17,Winnebago,Illinois,90
488,203,17,Woodford,Illinois,4
489,1,18,Adams,Indiana,4
490,3,18,Allen,Indiana,193
491,5,18,Bartholomew,Indiana,17
492,9,18,Blackford,Indiana,4
493,11,18,Boone,Indiana,8
494,17,18,Cass,Indiana,5
495,19,18,Clark,Indiana,22
496,21,18,Clay,Indiana,4
497,23,18,Clinton,Indiana,5
498,27,18,Daviess,Indiana,5
499,29,18,Dearborn,Indiana,8
500,31,18,Decatur,Indiana,4
501,33,18,DeKalb,Indiana,8
502,35,18,Delaware,Indiana,36
503,37,18,Dubois,Indiana,26
504,39,18,Elkhart,Indiana,35
505,43,18,Floyd,Indiana,18
506,51,18,Gibson,Indiana,5
507,53,18,Grant,Indiana,19
508,55,18,Greene,Indiana,5
509,57,18,Hamilton,Indiana,73
510,59,18,Hancock,Indiana,24
511,61,18,Harrison,Indiana,4
512,63,18,Hendricks,Indiana,28
513,65,18,Henry,Indiana,10
514,67,18,Howard,Indiana,21
515,69,18,Huntington,Indiana,6
516,71,18,Jackson,Indiana,7
517,73,18,Jasper,Indiana,4
518,75,18,Jay,Indiana,4
519,77,18,Jefferson,Indiana,6
520,79,18,Jennings,Indiana,4
521,81,18,Johnson,Indiana,6
522,83,18,Knox,Indiana,30
523,85,18,Kosciusko,Indiana,14
524,87,18,LaGrange,Indiana,4
525,89,18,Lake,Indiana,181
526,91,18,LaPorte,Indiana,34
527,93,18,Lawrence,Indiana,11
528,95,18,Madison,Indiana,42
529,97,18,Marion,Indiana,397
530,99,18,Marshall,Indiana,11
531,103,18,Miami,Indiana,4
532,105,18,Monroe,Indiana,24
533,107,18,Montgomery,Indiana,5
534,109,18,Morgan,Indiana,10
535,113,18,Noble,Indiana,5
536,123,18,Perry,Indiana,4
537,127,18,Porter,Indiana,32
538,133,18,Putnam,Indiana,6
539,135,18,Randolph,Indiana,4
540,137,18,Ripley,Indiana,7
541,139,18,Rush,Indiana,4
542,141,18,St. Joseph,Indiana,79
543,143,18,Scott,Indiana,4
544,145,18,Shelby,Indiana,6
545,149,18,Starke,Indiana,1
546,151,18,Steuben,Indiana,2
547,153,18,Sullivan,Indiana,4
548,157,18,Tippecanoe,Indiana,30
549,159,18,Tipton,Indiana,4
550,163,18,Vanderburgh,Indiana,127
551,165,18,Vermillion,Indiana,6
552,167,18,Vigo,Indiana,54
553,169,18,Wabash,Indiana,3
554,171,18,Warren,Indiana,4
555,173,18,Warrick,Indiana,32
556,175,18,Washington,Indiana,4
557,177,18,Wayne,Indiana,30
558,179,18,Wells,Indiana,7
559,181,18,White,Indiana,4
560,183,18,Whitley,Indiana,5
561,1,19,Adair,Iowa,4
562,3,19,Adams,Iowa,4
563,5,19,Allamakee,Iowa,5
564,7,19,Appanoose,Iowa,3
565,9,19,Audubon,Iowa,4
566,13,19,Black Hawk,Iowa,29
567,15,19,Boone,Iowa,4
568,17,19,Bremer,Iowa,4
569,19,19,Buchanan,Iowa,4
570,21,19,Buena Vista,Iowa,4
571,25,19,Calhoun,Iowa,2
572,27,19,Carroll,Iowa,9
573,29,19,Cass,Iowa,4
574,33,19,Cerro Gordo,Iowa,18
575,35,19,Cherokee,Iowa,4
576,37,19,Chickasaw,Iowa,1
577,39,19,Clarke,Iowa,4
578,41,19,Clay,Iowa,9
579,43,19,Clayton,Iowa,7
580,45,19,Clinton,Iowa,12
581,47,19,Crawford,Iowa,4
582,49,19,Dallas,Iowa,4
583,51,19,Davis,Iowa,4
584,53,19,Decatur,Iowa,2
585,55,19,Delaware,Iowa,4
586,57,19,Des Moines,Iowa,12
587,59,19,Dickinson,Iowa,8
588,61,19,Dubuque,Iowa,21
589,63,19,Emmet,Iowa,4
590,65,19,Fayette,Iowa,8
591,69,19,Franklin,Iowa,4
592,73,19,Greene,Iowa,4
593,75,19,Grundy,Iowa,4
594,77,19,Guthrie,Iowa,4
595,79,19,Hamilton,Iowa,4
596,81,19,Hancock,Iowa,4
597,83,19,Hardin,Iowa,3
598,85,19,Harrison,Iowa,4
599,87,19,Henry,Iowa,4
600,89,19,Howard,Iowa,3
601,93,19,Ida,Iowa,4
602,95,19,Iowa,Iowa,4
603,97,19,Jackson,Iowa,4
604,99,19,Jasper,Iowa,8
605,101,19,Jefferson,Iowa,4
606,103,19,Johnson,Iowa,72
607,105,19,Jones,Iowa,4
608,109,19,Kossuth,Iowa,4
609,111,19,Lee,Iowa,12
610,113,19,Linn,Iowa,36
611,117,19,Lucas,Iowa,4
612,121,19,Madison,Iowa,4
613,123,19,Mahaska,Iowa,4
614,125,19,Marion,Iowa,7
615,127,19,Marshall,Iowa,7
616,133,19,Monona,Iowa,4
617,135,19,Monroe,Iowa,4
618,137,19,Montgomery,Iowa,8
619,139,19,Muscatine,Iowa,5
620,141,19,O'Brien,Iowa,6
621,143,19,Osceola,Iowa,4
622,145,19,Page,Iowa,6
623,147,19,Palo Alto,Iowa,4
624,149,19,Plymouth,Iowa,4
625,153,19,Polk,Iowa,103
626,155,19,Pottawattamie,Iowa,29
627,157,19,Poweshiek,Iowa,5
628,159,19,Ringgold,Iowa,3
629,163,19,Scott,Iowa,39
630,165,19,Shelby,Iowa,4
631,167,19,Sioux,Iowa,15
632,169,19,Story,Iowa,17
633,175,19,Union,Iowa,4
634,177,19,Van Buren,Iowa,4
635,179,19,Wapello,Iowa,11
636,183,19,Washington,Iowa,4
637,185,19,Wayne,Iowa,4
638,187,19,Webster,Iowa,8
639,191,19,Winneshiek,Iowa,4
640,193,19,Woodbury,Iowa,34
641,197,19,Wright,Iowa,8
642,1,20,Allen,Kansas,4
643,3,20,Anderson,Kansas,2
644,5,20,Atchison,Kansas,4
645,7,20,Barber,Kansas,2
646,9,20,Barton,Kansas,7
647,13,20,Brown,Kansas,4
648,15,20,Butler,Kansas,16
649,19,20,Chautauqua,Kansas,3
650,23,20,Cheyenne,Kansas,3
651,25,20,Clark,Kansas,4
652,27,20,Clay,Kansas,3
653,29,20,Cloud,Kansas,4
654,31,20,Coffey,Kansas,4
655,33,20,Comanche,Kansas,2
656,35,20,Cowley,Kansas,4
657,37,20,Crawford,Kansas,16
658,41,20,Dickinson,Kansas,6
659,45,20,Douglas,Kansas,10
660,47,20,Edwards,Kansas,2
661,51,20,Ellis,Kansas,34
662,53,20,Ellsworth,Kansas,3
663,55,20,Finney,Kansas,8
664,57,20,Ford,Kansas,10
665,59,20,Franklin,Kansas,5
666,61,20,Geary,Kansas,6
667,63,20,Gove,Kansas,4
668,65,20,Graham,Kansas,3
669,67,20,Grant,Kansas,5
670,71,20,Greeley,Kansas,3
671,73,20,Greenwood,Kansas,4
672,75,20,Hamilton,Kansas,4
673,79,20,Harvey,Kansas,6
674,83,20,Hodgeman,Kansas,4
675,85,20,Jackson,Kansas,2
676,87,20,Jefferson,Kansas,4
677,89,20,Jewell,Kansas,4
678,91,20,Johnson,Kansas,101
679,93,20,Kearny,Kansas,4
680,95,20,Kingman,Kansas,4
681,99,20,Labette,Kansas,5
682,103,20,Leavenworth,Kansas,10
683,111,20,Lyon,Kansas,6
684,113,20,McPherson,Kansas,15
685,115,20,Marion,Kansas,5
686,119,20,Meade,Kansas,3
687,121,20,Miami,Kansas,3
688,123,20,Mitchell,Kansas,4
689,125,20,Montgomery,Kansas,7
690,127,20,Morris,Kansas,4
691,129,20,Morton,Kansas,5
692,131,20,Nemaha,Kansas,7
693,133,20,Neosho,Kansas,5
694,135,20,Ness,Kansas,6
695,137,20,Norton,Kansas,4
696,141,20,Osborne,Kansas,4
697,143,20,Ottawa,Kansas,4
698,147,20,Phillips,Kansas,4
699,149,20,Pottawatomie,Kansas,7
700,151,20,Pratt,Kansas,6
701,155,20,Reno,Kansas,20
702,157,20,Republic,Kansas,4
703,161,20,Riley,Kansas,10
704,167,20,Russell,Kansas,3
705,169,20,Saline,Kansas,21
706,171,20,Scott,Kansas,4
707,173,20,Sedgwick,Kansas,177
708,175,20,Seward,Kansas,8
709,177,20,Shawnee,Kansas,45
710,179,20,Sheridan,Kansas,3
711,181,20,Sherman,Kansas,4
712,183,20,Smith,Kansas,3
713,195,20,Trego,Kansas,4
714,201,20,Washington,Kansas,4
715,203,20,Wichita,Kansas,4
716,205,20,Wilson,Kansas,7
717,209,20,Wyandotte,Kansas,129
718,3,21,Allen,Kentucky,4
719,9,21,Barren,Kentucky,10
720,13,21,Bell,Kentucky,14
721,15,21,Boone,Kentucky,18
722,17,21,Bourbon,Kentucky,4
723,19,21,Boyd,Kentucky,38
724,21,21,Boyle,Kentucky,22
725,25,21,Breathitt,Kentucky,4
726,27,21,Breckinridge,Kentucky,4
727,33,21,Caldwell,Kentucky,4
728,35,21,Calloway,Kentucky,10
729,37,21,Campbell,Kentucky,21
730,41,21,Carroll,Kentucky,4
731,45,21,Casey,Kentucky,4
732,47,21,Christian,Kentucky,18
733,49,21,Clark,Kentucky,8
734,51,21,Clay,Kentucky,6
735,53,21,Clinton,Kentucky,7
736,55,21,Crittenden,Kentucky,8
737,57,21,Cumberland,Kentucky,4
738,59,21,Daviess,Kentucky,32
739,65,21,Estill,Kentucky,4
740,67,21,Fayette,Kentucky,104
741,69,21,Fleming,Kentucky,3
742,71,21,Floyd,Kentucky,20
743,73,21,Franklin,Kentucky,10
744,81,21,Grant,Kentucky,3
745,83,21,Graves,Kentucky,8
746,85,21,Grayson,Kentucky,6
747,87,21,Green,Kentucky,4
748,93,21,Hardin,Kentucky,10
749,95,21,Harlan,Kentucky,7
750,97,21,Harrison,Kentucky,6
751,99,21,Hart,Kentucky,4
752,101,21,Henderson,Kentucky,12
753,107,21,Hopkins,Kentucky,19
754,111,21,Jefferson,Kentucky,267
755,115,21,Johnson,Kentucky,6
756,117,21,Kenton,Kentucky,46
757,235,21,Whitley,Kentucky,43
758,121,21,Knox,Kentucky,6
759,125,21,Laurel,Kentucky,14
760,127,21,Lawrence,Kentucky,6
761,131,21,Leslie,Kentucky,4
762,133,21,Letcher,Kentucky,6
763,137,21,Lincoln,Kentucky,4
764,139,21,Livingston,Kentucky,4
765,141,21,Logan,Kentucky,6
766,145,21,McCracken,Kentucky,34
767,151,21,Madison,Kentucky,12
768,155,21,Marion,Kentucky,6
769,157,21,Marshall,Kentucky,4
770,161,21,Mason,Kentucky,5
