,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020,05/25/2020
555,173,18,Warrick,Indiana,1.6666666666666667,1.6666666666666667
556,175,18,Washington,Indiana,2.0,2.0
557,177,18,Wayne,Indiana,6.0,6.0
558,179,18,Wells,Indiana,2.0,2.0
559,181,18,White,Indiana,2.0,2.0
560,183,18,Whitley,Indiana,2.0,2.0
561,1,19,Adair,Iowa,0.0,0.0
562,3,19,Adams,Iowa,2.0,2.0
563,5,19,Allamakee,Iowa,2.0,2.0
564,7,19,Appanoose,Iowa,2.0,2.0
565,9,19,Audubon,Iowa,1.0,1.0
566,13,19,Black Hawk,Iowa,3.0,3.0
567,15,19,Boone,Iowa,2.0,2.0
568,17,19,Bremer,Iowa,1.0,1.0
569,19,19,Buchanan,Iowa,0.0,0.0
570,21,19,Buena Vista,Iowa,2.0,2.0
571,25,19,Calhoun,Iowa,0.0,0.0
572,27,19,Carroll,Iowa,0.5,0.5
573,29,19,Cass,Iowa,2.0,2.0
574,33,19,Cerro Gordo,Iowa,13.0,13.0
575,35,19,Cherokee,Iowa,1.0,1.0
576,37,19,Chickasaw,Iowa,0.0,0.0
577,39,19,Clarke,Iowa,0.0,0.0
578,41,19,Clay,Iowa,1.0,1.0
579,43,19,Clayton,Iowa,0.5,0.5
580,45,19,Clinton,Iowa,2.5,2.5
581,47,19,Crawford,Iowa,2.0,2.0
582,49,19,Dallas,Iowa,0.0,0.0
583,51,19,Davis,Iowa,1.0,1.0
584,53,19,Decatur,Iowa,1.0,1.0
585,55,19,Delaware,Iowa,2.0,2.0
586,57,19,Des Moines,Iowa,3.0,3.0
587,59,19,Dickinson,Iowa,2.0,2.0
588,61,19,Dubuque,Iowa,2.6666666666666665,2.6666666666666665
589,63,19,Emmet,Iowa,2.0,2.0
590,65,19,Fayette,Iowa,0.5,0.5
591,69,19,Franklin,Iowa,0.0,0.0
592,73,19,Greene,Iowa,1.0,1.0
593,75,19,Grundy,Iowa,0.0,0.0
594,77,19,Guthrie,Iowa,0.0,0.0
595,79,19,Hamilton,Iowa,1.0,1.0
596,81,19,Hancock,Iowa,0.0,0.0
597,83,19,Hardin,Iowa,2.0,2.0
598,85,19,Harrison,Iowa,2.0,2.0
599,87,19,Henry,Iowa,2.0,2.0
600,89,19,Howard,Iowa,2.0,2.0
601,93,19,Ida,Iowa,1.0,1.0
602,95,19,Iowa,Iowa,0.0,0.0
603,97,19,Jackson,Iowa,0.0,0.0
604,99,19,Jasper,Iowa,2.0,2.0
605,101,19,Jefferson,Iowa,1.0,1.0
606,103,19,Johnson,Iowa,9.0,9.0
607,105,19,Jones,Iowa,2.0,2.0
608,109,19,Kossuth,Iowa,2.0,2.0
609,111,19,Lee,Iowa,2.0,2.0
610,113,19,Linn,Iowa,5.0,5.0
611,117,19,Lucas,Iowa,2.0,2.0
612,121,19,Madison,Iowa,0.0,0.0
613,123,19,Mahaska,Iowa,2.0,2.0
614,125,19,Marion,Iowa,1.5,1.5
615,127,19,Marshall,Iowa,2.0,2.0
616,133,19,Monona,Iowa,2.0,2.0
617,135,19,Monroe,Iowa,0.0,0.0
618,137,19,Montgomery,Iowa,1.0,1.0
619,139,19,Muscatine,Iowa,2.0,2.0
620,141,19,O'Brien,Iowa,0.5,0.5
621,143,19,Osceola,Iowa,1.0,1.0
622,145,19,Page,Iowa,2.0,2.0
623,147,19,Palo Alto,Iowa,0.0,0.0
624,149,19,Plymouth,Iowa,2.0,2.0
625,153,19,Polk,Iowa,9.0,9.0
626,155,19,Pottawattamie,Iowa,3.5,3.5
627,157,19,Poweshiek,Iowa,2.0,2.0
628,159,19,Ringgold,Iowa,0.0,0.0
629,163,19,Scott,Iowa,4.5,4.5
630,165,19,Shelby,Iowa,2.0,2.0
631,167,19,Sioux,Iowa,0.5,0.5
632,169,19,Story,Iowa,1.5,1.5
633,175,19,Union,Iowa,2.0,2.0
634,177,19,Van Buren,Iowa,1.0,1.0
635,179,19,Wapello,Iowa,2.0,2.0
636,183,19,Washington,Iowa,1.0,1.0
637,185,19,Wayne,Iowa,1.0,1.0
638,187,19,Webster,Iowa,2.0,2.0
639,191,19,Winneshiek,Iowa,2.0,2.0
640,193,19,Woodbury,Iowa,5.5,5.5
641,197,19,Wright,Iowa,1.5,1.5
642,1,20,Allen,Kansas,2.0,2.0
643,3,20,Anderson,Kansas,0.0,0.0
644,5,20,Atchison,Kansas,2.0,2.0
645,7,20,Barber,Kansas,0.0,0.0
646,9,20,Barton,Kansas,1.0,1.0
647,13,20,Brown,Kansas,2.0,2.0
648,15,20,Butler,Kansas,2.5,2.5
649,19,20,Chautauqua,Kansas,0.0,0.0
650,23,20,Cheyenne,Kansas,0.0,0.0
651,25,20,Clark,Kansas,0.0,0.0
652,27,20,Clay,Kansas,0.0,0.0
653,29,20,Cloud,Kansas,1.0,1.0
654,31,20,Coffey,Kansas,2.0,2.0
655,33,20,Comanche,Kansas,0.0,0.0
656,35,20,Cowley,Kansas,2.0,2.0
657,37,20,Crawford,Kansas,2.0,2.0
658,41,20,Dickinson,Kansas,0.5,0.5
659,45,20,Douglas,Kansas,3.0,3.0
660,47,20,Edwards,Kansas,0.0,0.0
661,51,20,Ellis,Kansas,8.0,8.0
662,53,20,Ellsworth,Kansas,0.0,0.0
663,55,20,Finney,Kansas,2.0,2.0
664,57,20,Ford,Kansas,2.0,2.0
665,59,20,Franklin,Kansas,2.0,2.0
666,61,20,Geary,Kansas,2.0,2.0
667,63,20,Gove,Kansas,0.0,0.0
668,65,20,Graham,Kansas,1.0,1.0
669,67,20,Grant,Kansas,1.0,1.0
670,71,20,Greeley,Kansas,1.0,1.0
671,73,20,Greenwood,Kansas,0.0,0.0
672,75,20,Hamilton,Kansas,0.0,0.0
673,79,20,Harvey,Kansas,3.0,3.0
674,83,20,Hodgeman,Kansas,0.0,0.0
675,85,20,Jackson,Kansas,0.0,0.0
676,87,20,Jefferson,Kansas,0.0,0.0
677,89,20,Jewell,Kansas,0.0,0.0
678,91,20,Johnson,Kansas,2.2222222222222223,2.2222222222222223
679,93,20,Kearny,Kansas,1.0,1.0
680,95,20,Kingman,Kansas,0.0,0.0
681,99,20,Labette,Kansas,2.0,2.0
682,103,20,Leavenworth,Kansas,1.3333333333333333,1.3333333333333333
683,111,20,Lyon,Kansas,2.0,2.0
684,113,20,McPherson,Kansas,0.6666666666666666,0.6666666666666666
685,115,20,Marion,Kansas,0.5,0.5
686,119,20,Meade,Kansas,1.0,1.0
687,121,20,Miami,Kansas,1.0,1.0
688,123,20,Mitchell,Kansas,0.0,0.0
689,125,20,Montgomery,Kansas,2.0,2.0
690,127,20,Morris,Kansas,1.0,1.0
691,129,20,Morton,Kansas,2.0,2.0
692,131,20,Nemaha,Kansas,0.0,0.0
693,133,20,Neosho,Kansas,2.0,2.0
694,135,20,Ness,Kansas,0.0,0.0
695,137,20,Norton,Kansas,1.0,1.0
696,141,20,Osborne,Kansas,0.0,0.0
697,143,20,Ottawa,Kansas,0.0,0.0
698,147,20,Phillips,Kansas,0.0,0.0
699,149,20,Pottawatomie,Kansas,1.5,1.5
700,151,20,Pratt,Kansas,2.0,2.0
701,155,20,Reno,Kansas,2.5,2.5
702,157,20,Republic,Kansas,2.0,2.0
703,161,20,Riley,Kansas,1.0,1.0
704,167,20,Russell,Kansas,1.0,1.0
705,169,20,Saline,Kansas,2.0,2.0
706,171,20,Scott,Kansas,1.0,1.0
707,173,20,Sedgwick,Kansas,5.142857142857143,5.142857142857143
708,175,20,Seward,Kansas,2.0,2.0
709,177,20,Shawnee,Kansas,7.5,7.5
710,179,20,Sheridan,Kansas,0.0,0.0
711,181,20,Sherman,Kansas,1.0,1.0
712,183,20,Smith,Kansas,0.0,0.0
713,195,20,Trego,Kansas,0.0,0.0
714,201,20,Washington,Kansas,0.0,0.0
715,203,20,Wichita,Kansas,0.0,0.0
716,205,20,Wilson,Kansas,1.0,1.0
717,209,20,Wyandotte,Kansas,13.5,13.5
718,3,21,Allen,Kentucky,2.0,2.0
719,9,21,Barren,Kentucky,3.0,3.0
720,13,21,Bell,Kentucky,3.0,3.0
721,15,21,Boone,Kentucky,5.0,5.0
722,17,21,Bourbon,Kentucky,2.0,2.0
723,19,21,Boyd,Kentucky,16.0,16.0
724,21,21,Boyle,Kentucky,8.0,8.0
725,25,21,Breathitt,Kentucky,3.0,3.0
726,27,21,Breckinridge,Kentucky,2.0,2.0
727,33,21,Caldwell,Kentucky,1.0,1.0
728,35,21,Calloway,Kentucky,3.0,3.0
729,37,21,Campbell,Kentucky,4.0,4.0
730,41,21,Carroll,Kentucky,2.0,2.0
731,45,21,Casey,Kentucky,2.0,2.0
732,47,21,Christian,Kentucky,3.0,3.0
733,49,21,Clark,Kentucky,4.0,4.0
734,51,21,Clay,Kentucky,2.0,2.0
735,53,21,Clinton,Kentucky,1.0,1.0
736,55,21,Crittenden,Kentucky,2.0,2.0
737,57,21,Cumberland,Kentucky,2.0,2.0
738,59,21,Daviess,Kentucky,7.0,7.0
739,65,21,Estill,Kentucky,2.0,2.0
740,67,21,Fayette,Kentucky,9.0,9.0
741,69,21,Fleming,Kentucky,2.0,2.0
742,71,21,Floyd,Kentucky,2.333333333333333,2.3333333333333335
743,73,21,Franklin,Kentucky,4.0,4.0
744,81,21,Grant,Kentucky,1.0,1.0
745,83,21,Graves,Kentucky,3.0,3.0
746,85,21,Grayson,Kentucky,3.0,3.0
747,87,21,Green,Kentucky,2.0,2.0
748,93,21,Hardin,Kentucky,7.0,7.0
749,95,21,Harlan,Kentucky,8.0,8.0
750,97,21,Harrison,Kentucky,2.0,2.0
751,99,21,Hart,Kentucky,1.0,1.0
752,101,21,Henderson,Kentucky,3.0,3.0
753,107,21,Hopkins,Kentucky,7.0,7.0
754,111,21,Jefferson,Kentucky,19.5,19.5
755,115,21,Johnson,Kentucky,2.0,2.0
756,117,21,Kenton,Kentucky,11.0,11.0
757,235,21,Whitley,Kentucky,5.0,5.0
758,121,21,Knox,Kentucky,2.0,2.0
759,125,21,Laurel,Kentucky,5.0,5.0
760,127,21,Lawrence,Kentucky,3.0,3.0
761,131,21,Leslie,Kentucky,2.0,2.0
762,133,21,Letcher,Kentucky,6.0,6.0
763,137,21,Lincoln,Kentucky,2.0,2.0
764,139,21,Livingston,Kentucky,2.0,2.0
765,141,21,Logan,Kentucky,2.0,2.0
766,145,21,McCracken,Kentucky,8.0,8.0
767,151,21,Madison,Kentucky,3.5,3.5
768,155,21,Marion,Kentucky,2.0,2.0
769,157,21,Marshall,Kentucky,2.0,2.0
770,161,21,Mason,Kentucky,2.0,2.0
771,167,21,Mercer,Kentucky,2.0,2.0
772,171,21,Monroe,Kentucky,1.0,1.0
773,173,21,Montgomery,Kentucky,2.0,2.0
774,175,21,Morgan,Kentucky,2.0,2.0
775,177,21,Muhlenberg,Kentucky,2.0,2.0
776,179,21,Nelson,Kentucky,2.0,2.0
777,183,21,Ohio,Kentucky,2.0,2.0
778,185,21,Oldham,Kentucky,2.0,2.0
779,193,21,Perry,Kentucky,20.0,20.0
780,195,21,Pike,Kentucky,15.5,15.5
781,199,21,Pulaski,Kentucky,5.0,5.0
782,203,21,Rockcastle,Kentucky,2.0,2.0
783,205,21,Rowan,Kentucky,7.0,7.0
784,207,21,Russell,Kentucky,2.0,2.0
785,209,21,Scott,Kentucky,2.0,2.0
786,211,21,Shelby,Kentucky,2.0,2.0
787,213,21,Simpson,Kentucky,2.0,2.0
788,217,21,Taylor,Kentucky,3.0,3.0
789,221,21,Trigg,Kentucky,0.0,0.0
790,225,21,Union,Kentucky,2.0,2.0
791,227,21,Warren,Kentucky,6.5,6.5
792,231,21,Wayne,Kentucky,1.0,1.0
793,239,21,Woodford,Kentucky,1.0,1.0
794,1,22,Acadia,Louisiana,3.0,3.0
795,3,22,Allen,Louisiana,1.0,1.0
796,5,22,Ascension,Louisiana,2.0,2.0
797,7,22,Assumption,Louisiana,1.0,1.0
798,9,22,Avoyelles,Louisiana,1.0,1.0
799,11,22,Beauregard,Louisiana,2.0,2.0
800,13,22,Bienville,Louisiana,1.0,1.0
801,15,22,Bossier,Louisiana,8.0,8.0
802,19,22,Calcasieu,Louisiana,4.25,4.25
803,21,22,Caldwell,Louisiana,0.5,0.5
804,23,22,Cameron,Louisiana,0.0,0.0
805,27,22,Claiborne,Louisiana,2.0,2.0
806,31,22,De Soto,Louisiana,1.0,1.0
807,33,22,East Baton Rouge,Louisiana,5.0,5.0
808,35,22,East Carroll,Louisiana,0.0,0.0
809,37,22,East Feliciana,Louisiana,0.0,0.0
810,39,22,Evangeline,Louisiana,2.0,2.0
811,41,22,Franklin,Louisiana,2.0,2.0
812,45,22,Iberia,Louisiana,4.0,4.0
813,49,22,Jackson,Louisiana,2.0,2.0
814,51,22,Jefferson,Louisiana,9.0,9.0
815,53,22,Jefferson Davis,Louisiana,2.0,2.0
816,55,22,Lafayette,Louisiana,3.4285714285714284,3.4285714285714284
817,57,22,Lafourche,Louisiana,4.0,4.0
818,59,22,La Salle,Louisiana,2.0,2.0
819,61,22,Lincoln,Louisiana,2.0,2.0
820,67,22,Morehouse,Louisiana,2.0,2.0
821,69,22,Natchitoches,Louisiana,2.0,2.0
822,71,22,Orleans,Louisiana,8.666666666666666,8.666666666666666
823,73,22,Ouachita,Louisiana,4.2,4.2
824,77,22,Pointe Coupee,Louisiana,2.0,2.0
825,79,22,Rapides,Louisiana,8.666666666666666,8.666666666666666
826,83,22,Richland,Louisiana,1.0,1.0
827,85,22,Sabine,Louisiana,2.0,2.0
828,89,22,St. Charles,Louisiana,2.0,2.0
829,93,22,St. James,Louisiana,2.0,2.0
830,97,22,St. Landry,Louisiana,4.0,4.0
831,101,22,St. Mary,Louisiana,3.0,3.0
832,103,22,St. Tammany,Louisiana,2.4285714285714284,2.4285714285714284
833,105,22,Tangipahoa,Louisiana,2.5,2.5
834,109,22,Terrebonne,Louisiana,3.333333333333333,3.3333333333333335
835,111,22,Union,Louisiana,0.0,0.0
836,113,22,Vermilion,Louisiana,2.5,2.5
837,115,22,Vernon,Louisiana,2.0,2.0
838,117,22,Washington,Louisiana,2.0,2.0
839,119,22,Webster,Louisiana,3.0,3.0
840,123,22,West Carroll,Louisiana,0.0,0.0
841,125,22,West Feliciana,Louisiana,2.0,2.0
842,127,22,Winn,Louisiana,2.0,2.0
843,1,23,Androscoggin,Maine,6.0,6.0
844,3,23,Aroostook,Maine,2.25,2.25
845,5,23,Cumberland,Maine,5.5,5.5
846,7,23,Franklin,Maine,2.0,2.0
847,9,23,Hancock,Maine,1.6666666666666667,1.6666666666666667
848,13,23,Knox,Maine,3.0,3.0
849,15,23,Lincoln,Maine,0.0,0.0
850,17,23,Oxford,Maine,2.0,2.0
851,19,23,Penobscot,Maine,7.75,7.75
852,21,23,Piscataquis,Maine,1.5,1.5
853,25,23,Somerset,Maine,2.0,2.0
854,27,23,Waldo,Maine,2.0,2.0
855,29,23,Washington,Maine,2.0,2.0
856,31,23,York,Maine,3.0,3.0
857,1,24,Allegany,Maryland,6.0,6.0
858,3,24,Anne Arundel,Maryland,12.0,12.0
859,5,24,Baltimore County,Maryland,10.75,10.75
860,9,24,Calvert,Maryland,5.0,5.0
861,13,24,Carroll,Maryland,6.0,6.0
862,15,24,Cecil,Maryland,8.0,8.0
863,17,24,Charles,Maryland,7.0,7.0
864,21,24,Frederick,Maryland,16.0,16.0
865,23,24,Garrett,Maryland,2.0,2.0
866,25,24,Harford,Maryland,8.0,8.0
867,27,24,Howard,Maryland,16.0,16.0
868,29,24,Kent,Maryland,3.0,3.0
869,31,24,Montgomery,Maryland,12.0,12.0
870,33,24,Prince George's,Maryland,9.75,9.75
871,37,24,St. Mary's,Maryland,6.0,6.0
872,41,24,Talbot,Maryland,9.0,9.0
873,43,24,Washington,Maryland,14.0,14.0
874,45,24,Wicomico,Maryland,7.0,7.0
875,47,24,Worcester,Maryland,3.0,3.0
876,1,25,Barnstable,Massachusetts,6.5,6.5
877,3,25,Berkshire,Massachusetts,6.0,6.0
878,5,25,Bristol,Massachusetts,12.0,12.0
879,7,25,Dukes,Massachusetts,2.0,2.0
880,9,25,Essex,Massachusetts,7.2,7.2
881,11,25,Franklin,Massachusetts,3.0,3.0
882,13,25,Hampden,Massachusetts,10.2,10.2
883,19,25,Nantucket,Massachusetts,1.0,1.0
884,21,25,Norfolk,Massachusetts,6.0,6.0
885,23,25,Plymouth,Massachusetts,8.0,8.0
886,25,25,Suffolk,Massachusetts,10.0,10.0
887,27,25,Worcester,Massachusetts,7.333333333333332,7.333333333333333
888,5,26,Allegan,Michigan,1.0,1.0
889,7,26,Alpena,Michigan,3.0,3.0
890,11,26,Arenac,Michigan,2.0,2.0
891,15,26,Barry,Michigan,2.0,2.0
892,17,26,Bay,Michigan,8.0,8.0
893,19,26,Benzie,Michigan,0.0,0.0
894,21,26,Berrien,Michigan,7.5,7.5
895,23,26,Branch,Michigan,3.0,3.0
896,25,26,Calhoun,Michigan,2.6666666666666665,2.6666666666666665
897,27,26,Cass,Michigan,2.0,2.0
898,33,26,Chippewa,Michigan,3.0,3.0
899,35,26,Clare,Michigan,2.0,2.0
900,37,26,Clinton,Michigan,2.0,2.0
901,39,26,Crawford,Michigan,2.0,2.0
902,41,26,Delta,Michigan,2.0,2.0
903,43,26,Dickinson,Michigan,1.0,1.0
904,45,26,Eaton,Michigan,2.0,2.0
905,47,26,Emmet,Michigan,6.0,6.0
906,49,26,Genesee,Michigan,13.333333333333336,13.333333333333334
907,51,26,Gladwin,Michigan,2.0,2.0
908,53,26,Gogebic,Michigan,2.0,2.0
909,55,26,Grand Traverse,Michigan,8.0,8.0
910,57,26,Gratiot,Michigan,2.0,2.0
911,59,26,Hillsdale,Michigan,2.0,2.0
912,61,26,Houghton,Michigan,2.0,2.0
913,63,26,Huron,Michigan,1.5,1.5
914,65,26,Ingham,Michigan,10.0,10.0
915,67,26,Ionia,Michigan,2.0,2.0
916,69,26,Iosco,Michigan,2.0,2.0
917,71,26,Iron,Michigan,2.0,2.0
918,73,26,Isabella,Michigan,3.0,3.0
919,75,26,Jackson,Michigan,8.0,8.0
920,77,26,Kalamazoo,Michigan,10.5,10.5
921,81,26,Kent,Michigan,12.0,12.0
922,117,26,Montcalm,Michigan,1.3333333333333333,1.3333333333333333
923,87,26,Lapeer,Michigan,4.0,4.0
924,91,26,Lenawee,Michigan,2.5,2.5
925,93,26,Livingston,Michigan,1.5,1.5
926,99,26,Macomb,Michigan,10.5,10.5
927,101,26,Manistee,Michigan,2.0,2.0
928,103,26,Marquette,Michigan,4.0,4.0
929,105,26,Mason,Michigan,2.0,2.0
930,107,26,Mecosta,Michigan,2.0,2.0
931,111,26,Midland,Michigan,7.0,7.0
932,115,26,Monroe,Michigan,4.0,4.0
933,121,26,Muskegon,Michigan,6.0,6.0
934,123,26,Newaygo,Michigan,2.0,2.0
935,125,26,Oakland,Michigan,9.25,9.25
936,129,26,Ogemaw,Michigan,2.0,2.0
937,133,26,Osceola,Michigan,2.0,2.0
938,137,26,Otsego,Michigan,2.0,2.0
939,139,26,Ottawa,Michigan,2.0,2.0
940,145,26,Saginaw,Michigan,5.0,5.0
941,147,26,St. Clair,Michigan,3.333333333333333,3.3333333333333335
942,149,26,St. Joseph,Michigan,2.0,2.0
943,151,26,Sanilac,Michigan,1.0,1.0
944,153,26,Schoolcraft,Michigan,2.0,2.0
945,155,26,Shiawassee,Michigan,3.0,3.0
946,157,26,Tuscola,Michigan,1.0,1.0
947,159,26,Van Buren,Michigan,2.0,2.0
948,161,26,Washtenaw,Michigan,14.0,14.0
949,163,26,Wayne,Michigan,12.0625,12.0625
950,165,26,Wexford,Michigan,3.0,3.0
951,1,27,Aitkin,Minnesota,2.0,2.0
952,3,27,Anoka,Minnesota,7.0,7.0
953,5,27,Becker,Minnesota,2.0,2.0
954,7,27,Beltrami,Minnesota,3.0,3.0
955,29,27,Clearwater,Minnesota,0.0,0.0
956,11,27,Big Stone,Minnesota,1.0,1.0
957,13,27,Blue Earth,Minnesota,9.0,9.0
958,15,27,Brown,Minnesota,1.5,1.5
959,17,27,Carlton,Minnesota,1.0,1.0
960,19,27,Carver,Minnesota,3.0,3.0
961,21,27,Cass,Minnesota,0.0,0.0
962,23,27,Chippewa,Minnesota,2.0,2.0
963,25,27,Chisago,Minnesota,2.0,2.0
964,33,27,Cottonwood,Minnesota,0.0,0.0
965,35,27,Crow Wing,Minnesota,2.5,2.5
966,37,27,Dakota,Minnesota,2.5,2.5
967,41,27,Douglas,Minnesota,3.0,3.0
968,43,27,Faribault,Minnesota,1.0,1.0
969,47,27,Freeborn,Minnesota,4.0,4.0
970,49,27,Goodhue,Minnesota,2.0,2.0
971,51,27,Grant,Minnesota,0.0,0.0
