,CNTY_FIPS,STATE_FIPS,COUNTY_NAME,STATE_NAME,05/24/2020,05/25/2020
237,103,8,Rio Blanco,Colorado,0.48021915,0.48021915
238,105,8,Rio Grande,Colorado,0.396938,0.396938
239,107,8,Routt,Colorado,0.2238145,0.2238145
240,117,8,Summit,Colorado,0.2525383,0.2525383
241,119,8,Teller,Colorado,0.29461190000000004,0.2946119
242,123,8,Weld,Colorado,0.5236773,0.5236773
243,125,8,Yuma,Colorado,0.18570205,0.18570204999999998
244,1,9,Fairfield,Connecticut,0.6150701999999999,0.6150702
245,3,9,Hartford,Connecticut,0.560488436625,0.560488436625
246,5,9,Litchfield,Connecticut,0.39745575,0.39745575
247,7,9,Middlesex,Connecticut,0.6242034000000001,0.6242034
248,11,9,New London,Connecticut,0.67853295,0.67853295
249,13,9,Tolland,Connecticut,0.39154390000000006,0.3915439
250,15,9,Windham,Connecticut,0.5183878,0.5183878
251,1,10,Kent,Delaware,0.68772,0.68772
252,5,10,Sussex,Delaware,0.58499725,0.58499725
253,5,12,Bay,Florida,0.62572785,0.62572785
254,7,12,Bradford,Florida,0.445589,0.445589
255,9,12,Brevard,Florida,0.44956328,0.44956328
256,11,12,Broward,Florida,0.5572817428571428,0.5572817428571428
257,15,12,Charlotte,Florida,0.5070381333333334,0.5070381333333334
258,17,12,Citrus,Florida,0.57031295,0.57031295
259,19,12,Clay,Florida,0.7889909,0.7889909
260,21,12,Collier,Florida,0.7058679,0.7058679
261,23,12,Columbia,Florida,0.48103405,0.48103405
262,27,12,DeSoto,Florida,0.17360920000000002,0.1736092
263,31,12,Duval,Florida,0.6138763833333333,0.6138763833333333
264,33,12,Escambia,Florida,0.6576607666666666,0.6576607666666666
265,35,12,Flagler,Florida,0.9044694,0.9044694
266,39,12,Gadsden,Florida,0.19703199999999998,0.197032
267,49,12,Hardee,Florida,0.9115617,0.9115617
268,51,12,Hendry,Florida,0.1251507,0.1251507
269,53,12,Hernando,Florida,0.6387830999999999,0.6387830999999999
270,55,12,Highlands,Florida,0.48726165,0.48726165
271,57,12,Hillsborough,Florida,0.5509651,0.5509651
272,59,12,Holmes,Florida,0.4569863,0.4569863
273,61,12,Indian River,Florida,0.47980680000000003,0.4798068
274,63,12,Jackson,Florida,0.5256953000000001,0.5256953
275,119,12,Sumter,Florida,0.5834726,0.5834726
276,69,12,Lake,Florida,0.7056397333333333,0.7056397333333333
277,71,12,Lee,Florida,0.6141186,0.6141186
278,73,12,Leon,Florida,0.7626599000000001,0.7626599000000001
279,81,12,Manatee,Florida,0.6092576,0.6092576
280,83,12,Marion,Florida,0.68952215,0.68952215
281,85,12,Martin,Florida,0.6083033,0.6083033
282,86,12,Miami-Dade,Florida,0.4961381352941176,0.49613813529411754
283,87,12,Monroe,Florida,0.15130225,0.15130225
284,89,12,Nassau,Florida,0.5542871,0.5542871
285,91,12,Okaloosa,Florida,0.5739008666666666,0.5739008666666666
286,93,12,Okeechobee,Florida,0.4747123,0.4747123
287,95,12,Orange,Florida,0.6865599333333332,0.6865599333333332
288,97,12,Osceola,Florida,0.6647965,0.6647965
289,99,12,Palm Beach,Florida,0.5535081076923076,0.5535081076923076
290,101,12,Pasco,Florida,0.5899273,0.5899273
291,103,12,Pinellas,Florida,0.57528126,0.57528126
292,105,12,Polk,Florida,0.5069975999999999,0.5069976
293,107,12,Putnam,Florida,0.6497579000000001,0.6497579
294,109,12,St. Johns,Florida,0.4665549,0.4665549
295,111,12,St. Lucie,Florida,0.72432305,0.72432305
296,113,12,Santa Rosa,Florida,0.4599545,0.4599545
297,115,12,Sarasota,Florida,0.48420225,0.48420224999999995
298,117,12,Seminole,Florida,0.6636986,0.6636986
299,121,12,Suwannee,Florida,0.3880548,0.3880548
300,123,12,Taylor,Florida,0.1098173,0.1098173
301,127,12,Volusia,Florida,0.6489713800000001,0.6489713800000001
302,131,12,Walton,Florida,0.3503659,0.3503659
303,133,12,Washington,Florida,0.5859726,0.5859726
304,1,13,Appling,Georgia,0.1991136,0.1991136
305,5,13,Bacon,Georgia,0.5176986,0.5176986
306,9,13,Baldwin,Georgia,0.34903579999999995,0.3490358
307,13,13,Barrow,Georgia,0.2040607,0.2040607
308,15,13,Bartow,Georgia,0.7831471999999999,0.7831472
309,17,13,Ben Hill,Georgia,0.21969179999999996,0.2196918
310,19,13,Berrien,Georgia,0.03088907,0.03088907
311,21,13,Bibb,Georgia,0.6523845666666667,0.6523845666666667
312,23,13,Bleckley,Georgia,0.8624656999999999,0.8624657
313,27,13,Brooks,Georgia,0.5379725999999999,0.5379726
314,31,13,Bulloch,Georgia,0.5295025999999999,0.5295026
315,33,13,Burke,Georgia,0.07047945,0.07047945
